date,open,high,low,close,Volume BTC,Volume USD
2021-08-30 08:00:00,47951.04,48234.6,47850.77,48112.89,89.86387852,4323610.902206123
2021-08-30 07:00:00,47975.49,48040.83,47756.3,47966.91,150.97845003,7241969.724528508
2021-08-30 06:00:00,48031.93,48134.42,47623.27,47997.36,108.02185737,5184763.976056543
2021-08-30 05:00:00,47862.46,48064.37,47792.66,48048.05,54.09886643,2599345.0391719616
2021-08-30 04:00:00,47949.55,48141.59,47782.38,47912.33,60.11857535,2880421.0212990656
2021-08-30 03:00:00,48410.0,48472.41,47854.25,48008.41,107.3541298,5153901.078631618
2021-08-30 02:00:00,48519.67,48664.07,48417.69,48419.34,51.2291933,2480483.7283184216
2021-08-30 01:00:00,48420.93,48726.39,48414.84,48544.82,33.44913483,1623782.2294780803
2021-08-30 00:00:00,48782.56,48915.29,48354.41,48429.93,24.23074572,1173493.3190673997
2021-08-29 23:00:00,49162.6,49295.62,48772.48,48808.72,17.87775451,872590.3141073271
2021-08-29 22:00:00,48927.65,49420.72,48927.65,49170.77,59.52622056,2926950.100125031
2021-08-29 21:00:00,48969.7,48997.86,48400.0,48927.65,36.73046099,1797135.1396573735
2021-08-29 20:00:00,48846.64,49048.1,48766.04,48932.26,32.32755907,1581860.5255785985
2021-08-29 19:00:00,48829.64,48903.47,48724.66,48830.47,19.71747304,962813.4757555288
2021-08-29 18:00:00,48831.07,48893.66,48700.0,48800.84,32.68967486,1595283.5924948822
2021-08-29 17:00:00,48708.01,48829.44,48553.71,48807.84,11.66265052,569228.7805560768
2021-08-29 16:00:00,48523.66,48849.0,48370.84,48706.06,23.22197593,1131050.9529651357
2021-08-29 15:00:00,48247.26,48539.63,48200.0,48497.94,18.54911269,899593.7542928586
2021-08-29 14:00:00,48343.03,48537.42,48248.33,48260.53,15.7708805,761111.051496665
2021-08-29 13:00:00,48382.65,48573.09,48334.15,48361.35,20.76138502,1004048.6074369767
2021-08-29 12:00:00,48178.75,48470.11,48112.8,48388.76,27.1823572,1315320.558785072
2021-08-29 11:00:00,48585.63,48629.99,48180.72,48180.72,28.2328258,1360277.874678576
2021-08-29 10:00:00,48599.92,48684.0,48435.06,48576.78,27.42703425,1332317.0088147148
2021-08-29 09:00:00,48539.09,48599.99,48331.32,48599.99,37.68107495,1831299.8657592505
2021-08-29 08:00:00,48539.05,48657.66,48335.26,48539.09,44.04805958,2138052.728278982
2021-08-29 07:00:00,48469.35,48639.65,48403.17,48539.91,27.04039463,1312538.3217046834
2021-08-29 06:00:00,48345.45,48570.0,48282.11,48470.53,116.29907185,5637077.651077581
2021-08-29 05:00:00,48165.67,48412.92,48138.42,48369.05,94.92984478,4591666.408656059
2021-08-29 04:00:00,48200.88,48343.59,47798.29,48191.46,63.52808229,3061511.036555243
2021-08-29 03:00:00,48577.47,48723.73,48102.99,48267.24,88.23297839,4258762.343864944
2021-08-29 02:00:00,49388.76,49425.64,48459.54,48631.32,31.09092922,1511992.9279951705
2021-08-29 01:00:00,49612.58,49666.0,49321.84,49376.42,21.97984693,1085286.1535513906
2021-08-29 00:00:00,48947.1,49658.6,48779.87,49601.67,147.97424278,7339769.558873442
2021-08-28 23:00:00,48744.59,48939.14,48714.74,48935.36,6.43443858,314871.5683101888
2021-08-28 22:00:00,48994.96,49014.87,48714.58,48740.59,30.84591396,1503448.0454996363
2021-08-28 21:00:00,48767.67,49000.47,48704.56,48984.34,18.1756842,890323.894585428
2021-08-28 20:00:00,48694.06,48772.16,48596.72,48772.16,17.07281604,832678.1155534465
2021-08-28 19:00:00,48821.36,48821.36,48525.14,48677.19,31.13579423,1515602.9715346138
2021-08-28 18:00:00,49052.2,49123.79,48776.37,48800.47,7.77194378,379274.5092775766
2021-08-28 17:00:00,49004.77,49084.58,48948.0,49055.78,26.08415466,1279578.5524869347
2021-08-28 16:00:00,48842.02,49184.0,48758.43,49004.61,31.52202255,1544724.4214739555
2021-08-28 15:00:00,48664.6,48842.02,48532.51,48842.02,18.02207683,880234.6369723965
2021-08-28 14:00:00,48758.78,48758.78,48244.88,48654.23,77.52500945,3771919.6405324736
2021-08-28 13:00:00,48892.13,48952.25,48714.58,48752.86,13.08606135,637982.916947961
2021-08-28 12:00:00,48716.08,48987.69,48549.61,48898.32,55.73760916,2725475.448740612
2021-08-28 11:00:00,48881.25,48926.06,48669.24,48730.39,42.19090105,2055979.0626179096
2021-08-28 10:00:00,48963.19,48990.98,48866.42,48881.98,16.99415736,830708.0601883729
2021-08-28 09:00:00,48951.92,49102.37,48908.45,48958.39,18.79973112,920404.5680680968
2021-08-28 08:00:00,48971.83,49093.83,48934.22,48943.26,44.06696966,2156781.1534814914
2021-08-28 07:00:00,48996.19,49025.37,48848.89,48984.77,19.95909065,977691.4648994004
2021-08-28 06:00:00,48877.21,49113.04,48674.94,49027.92,25.92931169,1271260.2191923847
2021-08-28 05:00:00,48970.05,49071.94,48895.9,48910.85,17.17487559,840037.7637511514
2021-08-28 04:00:00,48890.93,49116.09,48890.93,48982.73,18.11937012,887536.2143580277
2021-08-28 03:00:00,48974.54,49059.8,48890.93,48890.93,14.03565714,686216.3307357401
2021-08-28 02:00:00,49175.8,49175.8,48893.35,48974.54,21.85466798,1070322.3111732292
2021-08-28 01:00:00,49290.37,49325.0,49068.37,49185.55,33.86836079,1665833.9530545846
2021-08-28 00:00:00,49100.49,49315.0,48875.0,49254.12,86.29926757,4250594.4808048885
2021-08-27 23:00:00,49066.42,49139.95,48906.19,49100.49,55.79022779,2739327.521700617
2021-08-27 22:00:00,48999.57,49069.38,48725.0,49014.6,36.2869764,1778591.63345544
2021-08-27 21:00:00,48995.23,49089.58,48889.0,49005.09,58.16773003,2850514.8452158524
2021-08-27 20:00:00,48332.44,49187.0,48188.88,48950.41,128.3264765,6281633.638530366
2021-08-27 19:00:00,48348.85,48594.59,48298.26,48339.59,113.36488478,5480012.050662439
2021-08-27 18:00:00,48222.0,48399.66,48146.69,48348.85,30.26865228,1463454.528787878
2021-08-27 17:00:00,48219.4,48389.4,48161.83,48207.62,34.58200178,1667116.0006495635
2021-08-27 16:00:00,48220.11,48316.26,48021.78,48219.4,43.14521026,2080436.151611044
2021-08-27 15:00:00,48158.47,48450.0,48155.91,48215.45,108.41486818,5227271.655989381
2021-08-27 14:00:00,47299.28,48289.98,47206.55,48153.73,412.02223933,19840407.6666922
2021-08-27 13:00:00,47359.84,47410.09,47069.73,47318.29,78.43979759,3711637.089904921
2021-08-27 12:00:00,47520.11,47564.88,47261.65,47372.22,44.85131812,2124706.5092706266
2021-08-27 11:00:00,47419.53,47800.0,47376.8,47495.0,131.05971884,6224681.3463058
2021-08-27 10:00:00,47221.61,47525.35,47221.6,47433.09,120.4664519,5714096.05495337
2021-08-27 09:00:00,47158.93,47341.71,47000.0,47214.35,30.48535243,1439346.0995033705
2021-08-27 08:00:00,47501.03,47579.77,47160.0,47176.97,54.18461166,2556265.79874547
2021-08-27 07:00:00,47195.96,47556.49,46872.64,47501.64,93.15197774,4424871.711893494
2021-08-27 06:00:00,47162.44,47279.51,47060.99,47188.97,42.48455452,2004802.3687076443
2021-08-27 05:00:00,46926.69,47212.54,46868.55,47117.12,60.51225188,2851163.0333001856
2021-08-27 04:00:00,46861.11,47010.01,46585.0,46937.27,60.60211688,2844497.9225681173
2021-08-27 03:00:00,47273.95,47273.95,46708.88,46830.5,20.82534389,975261.267040645
2021-08-27 02:00:00,47290.1,47489.86,47214.29,47226.46,22.88967537,1080998.33827429
2021-08-27 01:00:00,47267.89,47655.93,47168.6,47247.65,70.46317536,3329219.447297904
2021-08-27 00:00:00,46857.86,47300.0,46363.0,47271.95,92.77164247,4385496.444259716
2021-08-26 23:00:00,47207.88,47412.32,46793.68,46856.29,56.45263209,2645160.900472346
2021-08-26 22:00:00,47293.53,47457.61,47160.0,47178.77,30.27802627,1428480.037446288
2021-08-26 21:00:00,47048.88,47335.36,47017.05,47278.85,47.07519285,2225660.9814762226
2021-08-26 20:00:00,46944.84,47077.12,46849.45,47024.56,57.95736769,2725419.7143804664
2021-08-26 19:00:00,47014.95,47052.44,46763.5,46967.83,96.531506,4533875.36345198
2021-08-26 18:00:00,47016.55,47080.47,46728.08,46997.26,51.75014485,2432115.012553111
2021-08-26 17:00:00,46918.05,47132.39,46900.0,46978.56,19.5720937,919468.778211072
2021-08-26 16:00:00,46813.73,47080.68,46510.0,46881.67,48.59340717,2278140.079119574
2021-08-26 15:00:00,46844.79,47080.11,46646.7,46790.14,59.42587851,2780545.175105891
2021-08-26 14:00:00,47200.04,47430.67,46838.11,46861.64,62.99694707,2952140.2546933945
2021-08-26 13:00:00,46954.17,47299.99,46881.74,47200.04,89.4591787,4222476.813007148
2021-08-26 12:00:00,46831.35,47423.5,46309.33,46950.75,147.71446598,6935304.963610485
2021-08-26 11:00:00,46998.8,47221.8,46835.53,46835.53,70.16716227,3286316.233511453
2021-08-26 10:00:00,46803.26,47085.09,46749.66,46967.69,55.8883425,2624946.3451538254
2021-08-26 09:00:00,46931.23,47017.7,46752.33,46752.33,63.53448268,2970385.1006346447
2021-08-26 08:00:00,46903.17,47105.92,46716.06,46931.95,114.72020651,5384042.995916994
2021-08-26 07:00:00,46856.03,47030.0,46550.0,46865.96,238.14074952,11160694.84137434
2021-08-26 06:00:00,47070.0,47282.99,46600.0,46868.93,304.94177945,14292294.91511749
2021-08-26 05:00:00,47889.33,48062.27,46850.0,47070.0,149.47585329,7035828.4143603
2021-08-26 04:00:00,47905.24,47999.5,47614.73,47909.32,67.07862654,3213691.384065353
2021-08-26 03:00:00,48704.24,48732.56,47837.46,47928.62,107.59731758,5156990.94731114
2021-08-26 02:00:00,48757.22,48846.54,48662.48,48734.11,36.26386847,1767287.3550425116
2021-08-26 01:00:00,49337.97,49357.14,48744.56,48757.22,39.54719409,1928211.2426288296
2021-08-26 00:00:00,49022.39,49387.6,48845.02,49314.29,75.94740232,3745292.2227551527
2021-08-25 23:00:00,48967.82,49131.39,48839.23,49011.75,58.36776856,2860706.48072058
2021-08-25 22:00:00,49102.0,49273.93,48828.02,48923.41,53.64161903,2624330.9208684927
2021-08-25 21:00:00,48707.31,49102.0,48696.51,49093.05,61.13699585,3001401.5941138426
2021-08-25 20:00:00,48697.99,49062.46,48623.04,48707.58,39.08320704,1903648.4335573632
2021-08-25 19:00:00,48979.95,49180.0,48552.03,48684.36,99.44561665,4841446.201410594
2021-08-25 18:00:00,48848.8,49051.68,48772.22,48948.07,66.17176804,3238980.334045683
2021-08-25 17:00:00,48735.12,49094.0,48522.71,48836.24,144.86084377,7074458.932954225
2021-08-25 16:00:00,48834.54,48881.56,48630.98,48735.35,38.35811904,1869396.356756064
2021-08-25 15:00:00,48487.77,48927.84,48328.6,48829.94,129.91915523,6343944.554731587
2021-08-25 14:00:00,47676.37,48529.96,47341.01,48479.66,199.11374063,9652966.447070586
2021-08-25 13:00:00,47788.92,47926.71,47620.02,47660.0,65.06013697,3100766.1279902
2021-08-25 12:00:00,47593.75,47839.85,47454.02,47807.38,66.7214998,3189780.095108524
2021-08-25 11:00:00,47463.18,47647.6,47350.01,47566.77,81.12243184,3858732.0571739567
2021-08-25 10:00:00,47249.34,47601.27,47180.0,47498.09,89.59644616,4255660.0633878345
2021-08-25 09:00:00,47282.88,47570.0,47100.0,47249.34,151.15992219,7142206.557928855
2021-08-25 08:00:00,48166.39,48167.0,47268.97,47282.84,169.23415944,8001871.683336009
2021-08-25 07:00:00,48386.57,48517.64,48055.56,48156.91,57.72830206,2780016.6467562346
2021-08-25 06:00:00,48550.0,48619.0,48304.94,48334.55,44.80858797,2165802.9356653634
2021-08-25 05:00:00,48051.94,48563.56,48051.94,48550.0,43.09625378,2092323.121019
2021-08-25 04:00:00,47994.89,48248.95,47910.47,48023.47,44.28750999,2126839.907379465
2021-08-25 03:00:00,48216.21,48315.2,47988.48,48015.85,37.43519212,1797482.569555102
2021-08-25 02:00:00,48159.12,48313.48,48056.01,48235.37,53.4016815,2575849.8657746552
2021-08-25 01:00:00,48012.66,48177.62,47760.0,48177.62,22.66878975,1092128.338435395
2021-08-25 00:00:00,47670.8,48119.0,47670.8,48032.56,86.30078655,4145247.708010068
2021-08-24 23:00:00,48327.63,48406.96,47593.66,47731.33,69.54180329,3319322.761630076
2021-08-24 22:00:00,48156.29,48385.93,48136.81,48357.92,45.25915215,2188638.458937528
2021-08-24 21:00:00,48338.2,48396.2,47980.35,48218.94,35.72794685,1722763.7254833393
2021-08-24 20:00:00,48245.57,48404.48,48060.0,48338.97,58.28537492,2817454.9896966326
2021-08-24 19:00:00,48203.31,48435.86,47901.95,48249.72,69.0789315,3333039.10277418
2021-08-24 18:00:00,48023.86,48210.7,47840.01,48199.74,48.66697452,2345735.5184506243
2021-08-24 17:00:00,47952.81,48323.96,47875.18,48033.63,150.2313281,7216156.028364004
2021-08-24 16:00:00,48286.85,48405.61,47750.0,47952.81,314.13966915,15063879.86821281
2021-08-24 15:00:00,48514.1,48592.74,48200.0,48317.05,77.15635491,3727967.458004216
2021-08-24 14:00:00,48612.03,48722.49,48300.0,48540.71,143.18402856,6950254.406962678
2021-08-24 13:00:00,49348.2,49409.63,48375.02,48612.69,402.93214663,19587615.53515873
2021-08-24 12:00:00,49481.12,49481.61,49045.0,49348.18,129.62628404,6396821.197537047
2021-08-24 11:00:00,49264.42,49483.2,49102.22,49458.05,40.75376362,2015601.6788061413
2021-08-24 10:00:00,49683.3,49856.22,49278.58,49311.73,40.83462257,2013625.8828237464
2021-08-24 09:00:00,49724.94,49765.42,49537.29,49627.1,34.19379754,1696939.0098973338
2021-08-24 08:00:00,49805.95,49891.95,49576.07,49726.9,66.31096278,3297438.615064782
2021-08-24 07:00:00,49813.19,49893.5,49667.91,49789.65,69.1358296,3442248.75824364
2021-08-24 06:00:00,49587.74,49852.35,49526.14,49807.49,53.30821454,2655148.362618905
2021-08-24 05:00:00,49521.19,49666.29,49462.02,49587.74,43.77441946,2170674.5308334203
2021-08-24 04:00:00,49355.66,49594.72,49207.31,49500.0,31.06700214,1537816.60593
2021-08-24 03:00:00,49195.62,49400.01,49174.79,49352.0,71.15479342,3511631.3648638404
2021-08-24 02:00:00,48961.92,49238.67,48961.87,49224.43,22.23778139,1094642.1133873577
2021-08-24 01:00:00,49169.63,49268.01,48765.0,49001.44,106.28900418,5208314.26098602
2021-08-24 00:00:00,49516.08,49698.23,49007.33,49226.42,94.91287138,4672220.86995786
2021-08-23 23:00:00,49655.18,49742.5,49480.96,49561.37,37.29590264,1848436.0302250169
2021-08-23 22:00:00,49568.67,49686.24,49422.6,49680.99,39.61083191,1967905.3440123908
2021-08-23 21:00:00,49533.97,49621.53,49352.66,49591.52,61.83090942,3066288.781120118
2021-08-23 20:00:00,49239.4,49550.0,49010.0,49550.0,88.76208893,4398161.5064815
2021-08-23 19:00:00,49451.84,49464.51,49066.39,49228.63,147.92687494,7282237.393477532
2021-08-23 18:00:00,49438.95,49627.08,49387.88,49466.65,44.24014137,2188411.5891003106
2021-08-23 17:00:00,49689.36,49802.05,49411.35,49434.45,37.72336325,1864833.7144139623
2021-08-23 16:00:00,49557.56,49738.38,49352.99,49701.71,142.79267814,7097040.279037619
2021-08-23 15:00:00,49741.6,49926.04,49305.77,49544.26,132.92234138,6585539.04113948
2021-08-23 14:00:00,50177.25,50365.88,49661.72,49748.4,204.27999826,10162603.065437784
2021-08-23 13:00:00,50326.81,50326.81,50093.31,50198.33,138.57588457,6956277.983686768
2021-08-23 12:00:00,50423.16,50507.39,50263.1,50306.51,61.53588458,3095655.592982616
2021-08-23 11:00:00,50275.0,50516.91,50141.85,50427.11,132.18872548,6665895.400539762
2021-08-23 10:00:00,50332.34,50562.11,50049.9,50275.89,170.8361478,8588939.37481654
2021-08-23 09:00:00,50274.32,50407.87,50184.13,50333.11,72.43918734,3646089.584694827
2021-08-23 08:00:00,50182.41,50300.0,50104.37,50288.45,72.72230452,3657091.9747387934
2021-08-23 07:00:00,50190.39,50221.09,50039.09,50162.94,46.62608573,2338901.540908846
2021-08-23 06:00:00,50272.51,50417.92,50001.05,50201.06,73.11779642,3670590.885148205
2021-08-23 05:00:00,50336.48,50466.77,50208.01,50239.95,150.39710255,7555942.912256872
2021-08-23 04:00:00,50306.92,50424.95,50040.3,50310.4,98.11755827,4936333.603587008
2021-08-23 03:00:00,50136.8,50438.0,49909.15,50300.95,150.3837984,7564447.924128479
2021-08-23 02:00:00,49893.47,50270.0,49650.62,50085.16,140.63156533,7043554.450603504
2021-08-23 01:00:00,49474.16,49970.0,49382.02,49885.58,120.07063881,5989793.45800736
2021-08-23 00:00:00,49296.71,49493.46,49125.0,49474.16,54.84033702,2713179.6081814035
2021-08-22 23:00:00,49339.0,49540.01,49216.7,49301.86,47.39768466,2336794.013431468
2021-08-22 22:00:00,48718.69,49334.09,48690.34,49331.62,40.10112153,1978253.2888917788
2021-08-22 21:00:00,48425.07,48784.43,48287.06,48736.48,31.38506923,1529597.7988265106
2021-08-22 20:00:00,48678.31,48678.31,48299.15,48425.07,26.48325827,1282453.635552829
2021-08-22 19:00:00,48400.0,48723.52,48387.4,48692.21,13.27815057,646542.4959660596
2021-08-22 18:00:00,48703.68,48706.41,48219.1,48417.86,30.96575192,1499295.4412572912
2021-08-22 17:00:00,48691.15,48786.93,48513.22,48731.69,16.52531938,805306.7411771521
2021-08-22 16:00:00,48569.0,48871.04,48410.44,48658.41,50.43769676,2454218.128403752
2021-08-22 15:00:00,48257.17,48565.54,48080.17,48565.54,149.4405887,7257662.888133398
2021-08-22 14:00:00,48920.86,48983.83,48238.94,48298.08,75.71129184,3656710.0301916674
2021-08-22 13:00:00,48907.01,49044.39,48700.0,48935.84,144.70289559,7081157.746128945
2021-08-22 12:00:00,49177.12,49228.34,48882.93,48929.82,37.65818009,1842607.973331284
2021-08-22 11:00:00,49181.71,49246.02,49082.36,49164.84,13.84739026,680804.7265504583
2021-08-22 10:00:00,49278.46,49505.86,49136.22,49136.22,42.05628941,2066487.08883343
2021-08-22 09:00:00,49076.98,49321.72,49063.37,49272.82,22.76376182,1121634.7386797324
2021-08-22 08:00:00,49250.45,49328.33,48969.98,49059.18,44.57661335,2186892.0981280534
2021-08-22 07:00:00,49230.2,49303.62,49161.24,49232.39,24.90414935,1226090.7934174463
2021-08-22 06:00:00,49214.49,49327.4,49096.84,49226.79,36.15324603,1779708.2501371435
2021-08-22 05:00:00,49174.0,49287.48,49006.93,49168.25,13.87496481,682207.7385192825
2021-08-22 04:00:00,48825.76,49162.47,48825.76,49162.47,15.46334864,760216.4136135408
2021-08-22 03:00:00,48879.0,48937.55,48624.73,48845.78,28.07386605,1371289.884827769
2021-08-22 02:00:00,49077.63,49085.29,48775.91,48885.49,20.31978792,993342.7891652808
2021-08-22 01:00:00,48989.43,49215.88,48907.76,49076.07,26.77335161,1313930.8777469727
2021-08-22 00:00:00,48883.84,49060.91,48706.3,49012.93,32.87155525,1611131.2364593826
2021-08-21 23:00:00,49416.97,49441.35,48869.38,48884.34,31.45254734,1537537.0180346554
2021-08-21 22:00:00,49205.2,49417.46,49205.2,49389.15,61.97429416,3060857.710412364
2021-08-21 21:00:00,49034.51,49293.25,48913.54,49202.72,36.48385329,1795104.8179489488
2021-08-21 20:00:00,48986.08,49197.06,48881.4,49029.38,48.14701124,2360618.109950231
2021-08-21 19:00:00,49509.51,49519.84,48798.28,48979.19,154.83538557,7583711.768556288
2021-08-21 18:00:00,49714.0,49729.93,49315.99,49510.06,124.42580253,6160328.948808451
2021-08-21 17:00:00,49544.27,49833.02,49453.27,49700.0,54.62074403,2714650.978291
2021-08-21 16:00:00,49240.0,49714.0,49113.92,49543.51,89.02471265,4410596.741422402
2021-08-21 15:00:00,49054.28,49325.26,49027.07,49240.0,41.64125084,2050415.1913616
2021-08-21 14:00:00,49197.75,49208.18,48985.91,49046.58,51.37057319,2519550.9276091903
2021-08-21 13:00:00,49251.5,49480.0,49059.21,49152.77,53.89486343,2649081.826356201
2021-08-21 12:00:00,48562.42,49359.0,48525.72,49272.38,60.18733427,2965573.2053384623
2021-08-21 11:00:00,49348.19,49440.0,48300.0,48565.51,215.92570485,10486541.978149723
2021-08-21 10:00:00,48838.0,49377.67,48811.47,49333.74,72.44769141,3574115.571621173
2021-08-21 09:00:00,48919.72,48968.88,48786.19,48894.24,17.60772239,860916.2043900335
2021-08-21 08:00:00,48979.46,49138.69,48839.34,48914.58,50.77235584,2483508.4615241475
2021-08-21 07:00:00,48719.29,49032.24,48661.29,48983.07,24.64392969,1207135.3330803483
2021-08-21 06:00:00,48873.35,48891.72,48629.9,48737.9,59.33575302,2891899.997113458
2021-08-21 05:00:00,48637.06,48989.58,48596.82,48875.06,93.99509376,4594015.847225626
2021-08-21 04:00:00,48833.34,48860.86,48573.29,48656.39,150.6369119,7329448.333802041
2021-08-21 03:00:00,48888.89,48951.16,48693.88,48858.34,52.98480278,2588749.509058185
2021-08-21 02:00:00,49053.27,49137.39,48874.4,48912.63,16.53123302,808586.0841510425
2021-08-21 01:00:00,48888.0,49102.94,48836.15,49102.94,39.47337829,1938258.9257711729
2021-08-21 00:00:00,49332.31,49367.72,48751.27,48893.78,165.8286166,8107987.897744748
2021-08-20 23:00:00,49257.02,49380.0,49043.88,49356.0,73.13895394,3609846.21066264
2021-08-20 22:00:00,49359.97,49400.0,48961.89,49240.81,104.91972775,5166332.379389478
2021-08-20 21:00:00,48681.5,49436.1,48681.5,49350.0,163.55341037,8071360.8017595
2021-08-20 20:00:00,48680.71,48863.57,48622.44,48649.68,102.67403181,4995058.791866321
2021-08-20 19:00:00,48496.62,48747.49,48441.7,48701.97,35.48994885,1728430.4241942344
2021-08-20 18:00:00,48689.09,48758.92,48300.01,48494.43,69.40778457,3365890.9502849453
2021-08-20 17:00:00,48779.38,48891.87,48622.3,48712.05,31.06625015,1513300.7306193076
2021-08-20 16:00:00,48747.08,49163.98,48522.46,48773.98,258.99495522,12632214.766001176
2021-08-20 15:00:00,48589.5,48750.0,48210.0,48740.66,359.98238916,17545779.236035246
2021-08-20 14:00:00,47780.98,48637.03,47670.06,48564.51,369.08325645,17924347.498698592
2021-08-20 13:00:00,47200.0,47838.37,47125.45,47838.37,223.23878946,10679379.80853958
2021-08-20 12:00:00,46941.19,47196.82,46882.83,47187.94,53.62017391,2530225.5492546456
2021-08-20 11:00:00,47225.89,47225.89,46852.09,46935.11,69.31658447,3253381.516923741
2021-08-20 10:00:00,47194.33,47364.37,47128.44,47244.34,29.61220134,1399008.9082554155
2021-08-20 09:00:00,46910.98,47362.0,46889.78,47202.38,85.97028368,4058001.9989711577
2021-08-20 08:00:00,46824.5,46990.59,46735.31,46898.43,94.58058727,4435681.051440986
2021-08-20 07:00:00,47188.2,47203.15,46701.82,46794.63,74.33232107,3478353.461511854
2021-08-20 06:00:00,47179.18,47265.73,46995.91,47186.99,73.65117669,3475377.337959263
2021-08-20 05:00:00,47114.59,47200.0,46880.17,47152.95,82.71919064,3900453.860288388
2021-08-20 04:00:00,47104.06,47217.68,46995.92,47124.38,40.04523246,1887106.7516333747
2021-08-20 03:00:00,47204.45,47204.45,46960.0,47069.21,25.40498601,1195792.621551752
2021-08-20 02:00:00,47220.9,47323.14,47078.13,47161.29,55.91426367,2636988.8040773342
2021-08-20 01:00:00,47150.76,47330.47,46935.0,47214.21,116.19361618,5485989.794981918
2021-08-20 00:00:00,46759.29,47418.71,46645.77,47150.76,222.64148011,10497714.994711384
2021-08-19 23:00:00,46800.0,47114.99,46500.0,46764.3,181.10563416,8469278.207548488
2021-08-19 22:00:00,46662.94,46800.0,46344.22,46800.0,171.80164398,8040316.938263999
2021-08-19 21:00:00,46601.73,46722.1,46491.71,46604.91,47.14039752,2196973.9837838234
2021-08-19 20:00:00,46745.28,46900.49,46435.03,46601.69,146.47558137,6826009.635574515
2021-08-19 19:00:00,46582.68,46774.77,46500.69,46710.14,121.75575437,5687228.332428312
2021-08-19 18:00:00,45748.33,46748.11,45719.36,46574.64,352.64261045,16424202.630368987
