	date	bitcoin	btc	bitcoin price	bitcoin kurs	bitcoin usd	bitcoin stock	bitcoin dollar	bitcoin euro	buy bitcoin	buy btc	btc usd	btc inr	price btc	btc stock	btc coin	btc euro
43	2021-02-13	18.2	15.040000000000001	13.2	15.510000000000002	11.88	9.28	25.38	34.769999999999996	28.62	7.56	21.5	18.5	9.03	5.72	14.790000000000001	39.65
44	2021-02-14	21.45	22.0	14.26	20.67	19.98	7.28	40.5	38.35	31.5	28.29	29.759999999999998	34.769999999999996	11.04	3.36	15.41	74.75999999999999
45	2021-02-15	20.35	20.52	15.6	27.0	15.510000000000002	10.85	30.5	42.699999999999996	17.6	10.32	28.91	18.06	11.700000000000001	10.23	13.64	52.260000000000005
46	2021-02-16	27.09	25.37	21.66	30.87	22.68	28.05	44.02	36.300000000000004	28.5	9.87	31.849999999999998	43.550000000000004	21.96	27.93	9.8	47.58
47	2021-02-17	34.3	33.81	27.72	34.84	31.05	39.44	73.26	60.84	37.62	18.56	37.95	48.88	22.57	21.07	20.400000000000002	65.60000000000001
48	2021-02-18	27.72	24.0	22.62	25.009999999999998	22.2	34.1	40.199999999999996	48.910000000000004	32.480000000000004	18.799999999999997	26.55	36.58	13.75	17.22	16.38	56.0
49	2021-02-19	34.3	32.9	27.47	29.900000000000002	25.35	38.35	44.160000000000004	63.84	45.56	29.75	34.17	41.25	19.720000000000002	26.04	31.5	78.26
50	2021-02-20	43.88999999999999	44.0	35.04	36.21	41.82	16.72	59.22	67.94	54.6	18.3	39.75	59.800000000000004	24.84	12.76	34.0	37.52
51	2021-02-21	34.08	34.5	26.459999999999997	30.87	27.52	8.12	50.73	52.54	39.2	11.76	40.32000000000001	26.459999999999997	25.740000000000002	7.290000000000001	35.699999999999996	62.78999999999999
52	2021-02-22	44.800000000000004	46.739999999999995	36.96	42.48	41.08	52.44	61.059999999999995	59.25	27.560000000000002	12.6	44.08	33.81	30.400000000000002	53.13	19.43	51.099999999999994
53	2021-02-23	68.0	66.0	63.0	75.0	65.0	85.0	87.0	91.2	22.05	20.0	77.0	65.0	55.00000000000001	80.0	28.12	84.39
54	2021-02-24	39.0	37.5	36.5	46.61	41.870000000000005	51.68000000000001	58.32	58.46	23.85	14.84	40.150000000000006	28.91	31.159999999999997	44.160000000000004	23.04	31.720000000000002
55	2021-02-25	24.599999999999998	23.779999999999998	21.83	26.66	24.599999999999998	33.04	38.64	45.5	14.76	9.36	28.799999999999997	21.45	18.240000000000002	28.669999999999998	12.959999999999999	47.74
56	2021-02-26	25.619999999999997	25.83	23.79	31.740000000000002	24.96	38.94	41.76	60.9	12.21	17.86	32.0	28.52	19.8	31.32	8.8	20.06
57	2021-02-27	17.849999999999998	18.87	15.19	18.72	18.48	8.4	24.119999999999997	34.56	9.569999999999999	6.75	24.84	33.660000000000004	11.25	8.100000000000001	12.76	26.79
58	2021-02-28	20.9	23.200000000000003	18.150000000000002	22.959999999999997	21.66	8.120000000000001	26.220000000000002	24.3	8.68	19.68	31.36	22.44	14.79	6.24	11.44	52.779999999999994
59	2021-03-01	32.93	30.71	34.65	37.41	35.1	42.300000000000004	44.5	56.4	25.16	16.32	36.800000000000004	25.9	23.8	43.2	20.59	41.18
60	2021-03-02	27.060000000000002	27.72	26.4	30.02	28.8	40.480000000000004	28.799999999999997	46.62	17.68	18.72	31.95	24.79	17.5	28.71	13.0	24.0
61	2021-03-03	26.07	25.41	24.939999999999998	26.599999999999998	28.0	30.4	34.08	53.68	19.040000000000003	20.65	28.8	22.44	13.8	30.82	10.370000000000001	17.94
62	2021-03-04	21.0	21.76	22.12	24.15	22.5	33.62	27.72	40.28	18.2	23.36	23.759999999999998	20.72	13.200000000000001	27.3	6.800000000000001	19.27
63	2021-03-05	21.9	20.77	21.560000000000002	24.15	23.099999999999998	43.0	34.5	44.52	15.66	9.0	26.52	30.53	14.28	40.67	8.0	30.78
64	2021-03-06	15.5	16.740000000000002	15.12	15.930000000000001	16.75	8.55	25.849999999999998	28.98	11.129999999999999	13.68	20.060000000000002	23.04	8.36	5.72	10.600000000000001	13.26
65	2021-03-07	18.630000000000003	18.9	15.41	20.15	18.900000000000002	8.4	27.3	30.87	19.72	33.12	21.09	23.400000000000002	10.62	8.17	11.02	10.75
66	2021-03-08	20.099999999999998	21.39	21.560000000000002	21.76	22.01	31.5	19.95	33.300000000000004	18.29	4.130000000000001	20.88	15.5	11.600000000000001	28.12	17.099999999999998	17.15
67	2021-03-09	27.540000000000003	30.099999999999998	27.9	33.93	31.28	37.2	42.400000000000006	43.66	21.060000000000002	9.25	34.65	20.160000000000004	14.0	42.0	29.14	37.800000000000004
68	2021-03-10	28.220000000000002	31.45	25.5	28.5	29.240000000000002	38.28	32.5	61.0	14.49	16.25	30.34	26.88	17.75	40.04	14.200000000000001	64.0
69	2021-03-11	24.32	26.180000000000003	22.12	24.64	23.25	29.16	35.88	56.8	17.98	15.25	25.9	18.599999999999998	16.28	19.74	6.3	25.419999999999998
70	2021-03-12	22.94	24.32	21.060000000000002	25.2	19.880000000000003	31.200000000000003	33.75	54.29	12.76	11.66	25.35	27.14	13.2	14.879999999999999	11.5	34.02
71	2021-03-13	41.0	46.0	32.64	46.0	41.0	12.690000000000001	75.0	77.42	24.599999999999998	14.85	55.00000000000001	39.5	32.0	9.200000000000001	35.64	49.64
72	2021-03-14	37.050000000000004	37.72	35.0	38.28	38.61	10.92	46.8	54.6	48.0	51.84	40.02	56.00000000000001	24.0	9.02	37.0	33.15
73	2021-03-15	29.049999999999997	30.599999999999998	26.4	30.24	30.6	34.85	30.099999999999998	45.1	18.72	10.98	30.42	21.96	17.75	28.7	22.8	22.36
74	2021-03-16	24.96	26.180000000000003	23.779999999999998	25.500000000000004	21.75	32.3	28.8	36.45	19.040000000000003	20.25	25.9	32.56	16.8	19.72	15.33	18.48
75	2021-03-17	23.87	23.68	22.12	25.16	24.64	28.88	27.200000000000003	42.919999999999995	15.66	13.86	21.96	24.400000000000002	11.44	27.06	24.599999999999998	29.0
76	2021-03-18	23.25	24.48	20.02	22.400000000000002	25.73	30.78	35.769999999999996	39.69	21.76	23.01	22.2	18.810000000000002	15.41	19.139999999999997	24.840000000000003	42.21
77	2021-03-19	18.36	17.92	17.25	20.77	16.900000000000002	23.04	24.779999999999998	38.22	18.36	28.999999999999996	19.2	27.0	10.44	19.08	5.7	23.520000000000003
78	2021-03-20	15.5	17.4	13.64	15.600000000000001	13.44	6.970000000000001	22.57	21.83	15.36	18.56	21.24	14.7	10.08	1.4000000000000001	21.119999999999997	10.75
79	2021-03-21	16.0	16.529999999999998	11.969999999999999	14.399999999999999	16.740000000000002	3.25	15.68	46.61	16.520000000000003	7.000000000000001	16.96	20.299999999999997	9.01	2.09	19.22	15.17
