	date	bitcoin	btc	bitcoin price	bitcoin kurs	bitcoin usd	bitcoin stock	bitcoin dollar	bitcoin euro	buy bitcoin	buy btc	btc usd	btc inr	price btc	btc stock	btc coin	btc euro
28	2021-01-29	27.900000000000002	30.72	23.779999999999998	24.08	22.0	100.0	34.1	58.93	86.0	70.47	34.650000000000006	31.9	18.9	100.0	27.299999999999997	40.5
29	2021-01-30	13.02	14.08	10.260000000000002	11.02	11.02	16.400000000000002	15.98	23.52	21.16	47.6	14.399999999999999	27.259999999999998	10.4	13.33	13.160000000000002	13.02
30	2021-01-31	9.450000000000001	10.44	6.72	11.6	8.16	6.959999999999999	9.6	14.82	15.96	11.200000000000001	9.569999999999999	20.64	6.09	4.37	12.22	13.69
31	2021-02-01	10.8	11.48	9.75	11.52	8.4	24.5	13.649999999999999	21.619999999999997	9.860000000000001	5.46	13.76	14.620000000000001	7.14	21.93	5.460000000000001	22.05
32	2021-02-02	9.620000000000001	10.260000000000002	7.35	8.4	8.4	25.48	14.96	21.12	8.4	8.96	12.8	14.04	5.58	15.58	3.9200000000000004	28.6
33	2021-02-03	9.5	13.2	7.7	9.520000000000001	8.36	14.04	16.2	22.26	11.02	11.16	13.44	26.79	10.34	15.17	5.28	22.05
34	2021-02-04	10.8	13.33	8.879999999999999	12.870000000000001	8.64	15.58	18.549999999999997	27.04	13.649999999999999	10.56	13.600000000000001	17.28	9.03	13.65	6.800000000000001	26.950000000000003
35	2021-02-05	9.5	10.260000000000002	7.14	8.5	5.3999999999999995	14.44	9.0	24.44	9.92	5.720000000000001	12.0	23.92	5.12	9.520000000000001	6.720000000000001	7.280000000000001
36	2021-02-06	13.95	17.849999999999998	10.25	14.280000000000001	12.15	9.18	34.17	22.05	13.260000000000002	23.650000000000002	25.849999999999998	35.91	14.879999999999999	5.13	6.0	34.32
37	2021-02-07	10.64	12.76	9.0	9.72	10.25	4.62	22.62	19.8	15.989999999999998	16.240000000000002	15.91	25.38	7.04	3.42	12.32	23.46
38	2021-02-08	52.199999999999996	45.599999999999994	42.120000000000005	49.92	29.24	78.2	49.580000000000005	64.8	82.81	44.550000000000004	52.480000000000004	38.35	34.800000000000004	56.88	19.5	69.0
39	2021-02-09	70.28999999999999	51.6	54.9	61.599999999999994	43.2	93.0	71.25	91.0	100.0	100.0	63.19	59.85	35.28	61.56	31.68	58.46
40	2021-02-10	31.959999999999997	27.95	25.200000000000003	32.83	27.09	37.2	38.34	61.56	42.88	18.46	33.5	52.779999999999994	19.52	29.61	18.0	69.3
41	2021-02-11	26.459999999999997	24.189999999999998	21.09	24.3	20.52	26.95	46.019999999999996	50.4	30.800000000000004	18.799999999999997	32.400000000000006	46.230000000000004	15.96	21.119999999999997	12.6	51.85
42	2021-02-12	24.400000000000002	21.84	18.9	19.89	21.83	29.12	26.4	42.089999999999996	39.9	20.16	32.83	40.47	16.12	17.28	20.44	30.08
