unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1625490000,2021-07-05 13:00:00,BTC/USD,33462.10,33764.59,33461.38,33643.19,81.32720524,2736106.618058316
1625486400,2021-07-05 12:00:00,BTC/USD,33393.01,33627.02,33320.00,33458.70,99.25309519,3320879.5360336527
1625482800,2021-07-05 11:00:00,BTC/USD,34489.11,34513.35,33320.00,33386.32,207.08018184,6913645.216568428
1625479200,2021-07-05 10:00:00,BTC/USD,34311.52,34554.76,34301.37,34489.11,58.02422531,2001203.889381374
1625475600,2021-07-05 09:00:00,BTC/USD,34256.42,34455.43,34256.42,34335.96,66.90605140,2297283.504628344
1625472000,2021-07-05 08:00:00,BTC/USD,34269.56,34336.99,34126.78,34273.32,84.43588439,2893898.0851814747
1625468400,2021-07-05 07:00:00,BTC/USD,34295.01,34306.27,34071.76,34271.70,65.30134318,2237988.043062006
1625464800,2021-07-05 06:00:00,BTC/USD,34344.29,34397.53,34237.39,34332.45,53.72452244,1844494.480445178
1625461200,2021-07-05 05:00:00,BTC/USD,34199.50,34371.80,34057.11,34344.53,96.69202986,3320842.320287666
1625457600,2021-07-05 04:00:00,BTC/USD,34363.72,34409.98,34044.19,34219.27,110.10318576,3767650.641381595
1625454000,2021-07-05 03:00:00,BTC/USD,34430.21,34550.49,34222.00,34363.38,58.01230010,1993498.7130103377
1625450400,2021-07-05 02:00:00,BTC/USD,34560.80,34656.73,34315.71,34429.76,97.18384276,3346016.382104538
1625446800,2021-07-05 01:00:00,BTC/USD,34898.82,34929.67,34454.50,34575.55,85.55959715,2958270.129239683
1625443200,2021-07-05 00:00:00,BTC/USD,35255.00,35258.70,34757.48,34824.89,125.72014223,4378190.123944105
1625439600,2021-07-04 23:00:00,BTC/USD,35340.23,35489.51,35224.50,35289.21,45.51157787,1606067.6288857828
1625436000,2021-07-04 22:00:00,BTC/USD,35884.52,35897.43,35330.00,35389.34,123.57570589,4373262.671481212
1625432400,2021-07-04 21:00:00,BTC/USD,35551.28,35960.00,35501.37,35909.92,84.69205190,3041284.8083648477
1625428800,2021-07-04 20:00:00,BTC/USD,35565.98,35572.08,35449.10,35552.82,44.06284802,1566558.5043424163
1625425200,2021-07-04 19:00:00,BTC/USD,35530.18,35615.65,35501.19,35572.80,38.38763402,1365555.627466656
1625421600,2021-07-04 18:00:00,BTC/USD,35544.62,35544.62,35399.00,35517.27,46.06200052,1635996.5092089802
1625418000,2021-07-04 17:00:00,BTC/USD,35480.20,35611.06,35403.46,35563.33,42.78452348,1521560.1274119883
1625414400,2021-07-04 16:00:00,BTC/USD,35513.36,35689.91,35445.61,35466.60,36.99748877,1312175.135210082
1625410800,2021-07-04 15:00:00,BTC/USD,35454.80,35561.28,35401.08,35513.31,36.32986553,1290193.7768252043
1625407200,2021-07-04 14:00:00,BTC/USD,35355.63,35520.08,35314.34,35476.37,24.58541913,872201.425660958
1625403600,2021-07-04 13:00:00,BTC/USD,35274.87,35438.06,35274.87,35354.35,32.52037920,1149736.86836952
1625400000,2021-07-04 12:00:00,BTC/USD,35516.30,35578.53,35248.08,35256.96,43.53752166,1535000.6596657536
1625396400,2021-07-04 11:00:00,BTC/USD,35616.94,35621.74,35479.83,35541.03,23.83579911,847148.8512424832
1625392800,2021-07-04 10:00:00,BTC/USD,35516.12,35622.64,35457.53,35605.64,57.55994555,2049458.699672902
1625389200,2021-07-04 09:00:00,BTC/USD,35541.87,35554.67,35380.00,35484.34,42.94772725,1523971.7559662648
1625385600,2021-07-04 08:00:00,BTC/USD,35608.43,35693.84,35404.89,35546.03,122.05156824,4338448.706206087
1625382000,2021-07-04 07:00:00,BTC/USD,35420.71,35702.85,35359.63,35592.21,90.73643827,3229510.3655578764
1625378400,2021-07-04 06:00:00,BTC/USD,35210.16,35485.38,35058.12,35424.32,80.00552250,2834141.2308072
1625374800,2021-07-04 05:00:00,BTC/USD,34755.33,35326.57,34707.97,35207.60,61.07842679,2150424.819051604
1625371200,2021-07-04 04:00:00,BTC/USD,34653.14,34848.54,34653.14,34790.32,27.77360392,966252.5679300544
1625367600,2021-07-04 03:00:00,BTC/USD,34581.93,34777.85,34566.46,34659.85,16.97672893,588410.8782044605
1625364000,2021-07-04 02:00:00,BTC/USD,34462.94,34666.45,34420.19,34620.07,15.10856626,523059.6215208382
1625360400,2021-07-04 01:00:00,BTC/USD,34505.00,34600.00,34404.29,34462.94,36.70677867,1265023.5108974897
1625356800,2021-07-04 00:00:00,BTC/USD,34672.08,34797.15,34512.62,34528.69,30.17559380,1041923.7238861221
1625353200,2021-07-03 23:00:00,BTC/USD,34556.41,34729.00,34355.00,34688.30,35.81290153,1242288.6721430991
1625349600,2021-07-03 22:00:00,BTC/USD,34554.52,34658.48,34242.30,34581.93,83.29569327,2880525.833964611
1625346000,2021-07-03 21:00:00,BTC/USD,34702.39,34910.00,34510.20,34558.70,63.21017790,2184461.57499273
1625342400,2021-07-03 20:00:00,BTC/USD,34753.97,34864.40,34624.44,34734.41,38.18731762,1326413.9470133043
1625338800,2021-07-03 19:00:00,BTC/USD,34683.86,34821.52,34600.30,34759.19,20.39596475,708947.2139785526
1625335200,2021-07-03 18:00:00,BTC/USD,34804.70,34804.70,34624.26,34676.40,29.02317005,1006419.0539218201
1625331600,2021-07-03 17:00:00,BTC/USD,34547.93,34959.72,34547.93,34778.72,26.07822210,906967.1845137121
1625328000,2021-07-03 16:00:00,BTC/USD,34634.63,34671.97,34480.30,34551.01,32.55954001,1124964.9924809102
1625324400,2021-07-03 15:00:00,BTC/USD,34693.28,34747.28,34532.40,34631.63,21.34022981,739046.9428948902
1625320800,2021-07-03 14:00:00,BTC/USD,34710.98,34777.85,34612.58,34703.53,39.67998703,1377035.6202952159
1625317200,2021-07-03 13:00:00,BTC/USD,34563.03,34724.00,34495.15,34711.49,40.05844882,1390488.4456309418
1625313600,2021-07-03 12:00:00,BTC/USD,34614.94,34815.12,34496.65,34565.43,144.75995268,5003690.011163852
1625310000,2021-07-03 11:00:00,BTC/USD,34631.54,34634.71,34436.62,34606.29,37.15042150,1285638.260051235
1625306400,2021-07-03 10:00:00,BTC/USD,34642.37,34706.18,34545.19,34622.51,77.80480510,2693797.642622801
1625302800,2021-07-03 09:00:00,BTC/USD,34524.50,34770.45,34499.83,34643.35,64.02969603,2218203.1699609
1625299200,2021-07-03 08:00:00,BTC/USD,34517.07,34652.10,34414.39,34526.60,103.51580183,3574048.6834636778
1625295600,2021-07-03 07:00:00,BTC/USD,33694.06,34689.44,33617.05,34512.05,181.04927860,6248381.755507131
1625292000,2021-07-03 06:00:00,BTC/USD,33727.84,33848.37,33665.53,33703.86,16.93036594,570618.6833905284
1625288400,2021-07-03 05:00:00,BTC/USD,33689.56,33815.58,33600.44,33728.51,23.74366103,800838.3084869653
1625284800,2021-07-03 04:00:00,BTC/USD,33532.09,33702.52,33461.02,33679.74,19.38078812,652739.9048766887
1625281200,2021-07-03 03:00:00,BTC/USD,33513.91,33568.14,33333.10,33527.82,29.73990569,997114.2047912958
1625277600,2021-07-03 02:00:00,BTC/USD,33699.06,33699.06,33490.52,33534.07,23.99229932,804559.4448578324
1625274000,2021-07-03 01:00:00,BTC/USD,33531.79,33775.18,33531.79,33692.25,34.61539073,1166270.3983228425
1625270400,2021-07-03 00:00:00,BTC/USD,33810.46,33922.66,33468.46,33531.79,58.14290445,1949635.6620074657
1625266800,2021-07-02 23:00:00,BTC/USD,33710.16,33925.78,33646.05,33811.56,54.81705324,1853450.0846474543
1625263200,2021-07-02 22:00:00,BTC/USD,33489.66,33741.05,33421.61,33711.52,44.31729862,1494003.4987741024
1625259600,2021-07-02 21:00:00,BTC/USD,33132.67,33514.90,33092.24,33465.51,51.99240383,1739952.3102969034
1625256000,2021-07-02 20:00:00,BTC/USD,33332.53,33332.53,33048.89,33149.38,85.42447147,2831768.2660581884
1625252400,2021-07-02 19:00:00,BTC/USD,33302.16,33369.32,33112.25,33358.58,61.25866035,2043501.921978303
1625248800,2021-07-02 18:00:00,BTC/USD,33459.03,33464.69,33255.00,33305.46,76.51424334,2548342.070990636
1625245200,2021-07-02 17:00:00,BTC/USD,33616.25,33684.01,33385.98,33473.50,74.59172307,2496846.042183645
1625241600,2021-07-02 16:00:00,BTC/USD,33710.16,33801.00,33454.19,33634.73,147.40672037,4957985.23983045
1625238000,2021-07-02 15:00:00,BTC/USD,33669.73,33716.72,33384.36,33689.79,76.74207561,2585424.411465022
1625234400,2021-07-02 14:00:00,BTC/USD,33491.55,33738.36,33305.00,33669.75,168.52131238,5674070.457506506
1625230800,2021-07-02 13:00:00,BTC/USD,33268.37,33564.46,33113.01,33500.51,117.18707047,3925826.6261509396
1625227200,2021-07-02 12:00:00,BTC/USD,33000.00,33335.33,32872.41,33231.75,145.63344714,4839654.306994694
1625223600,2021-07-02 11:00:00,BTC/USD,33001.88,33256.87,32855.00,33028.80,78.71557077,2599880.8438481763
1625220000,2021-07-02 10:00:00,BTC/USD,32972.90,33077.81,32760.76,32980.00,91.56098991,3019681.4472318003
1625216400,2021-07-02 09:00:00,BTC/USD,33370.55,33388.09,32873.97,32975.90,90.12681146,2972012.722023814
1625212800,2021-07-02 08:00:00,BTC/USD,33383.60,33602.78,33228.50,33382.57,95.22378876,3178814.793945913
1625209200,2021-07-02 07:00:00,BTC/USD,32960.60,33497.00,32888.00,33377.71,102.06004632,3406530.6286555273
1625205600,2021-07-02 06:00:00,BTC/USD,32838.88,32993.72,32718.76,32969.99,78.88862119,2600957.0517480876
1625202000,2021-07-02 05:00:00,BTC/USD,33149.06,33213.37,32700.05,32841.78,70.99075281,2331462.6858204016
1625198400,2021-07-02 04:00:00,BTC/USD,32912.31,33174.00,32854.43,33141.07,89.67439276,2971905.3276666533
1625194800,2021-07-02 03:00:00,BTC/USD,33261.33,33276.52,32777.77,32916.94,82.17549164,2704965.7277843817
1625191200,2021-07-02 02:00:00,BTC/USD,33256.93,33357.65,33148.89,33271.35,43.70708944,1454193.8702395437
1625187600,2021-07-02 01:00:00,BTC/USD,33820.46,33825.56,33254.47,33281.14,57.63120674,1918032.2598828836
1625184000,2021-07-02 00:00:00,BTC/USD,33537.11,33981.51,33428.35,33782.89,101.67757456,3434962.316827278
1625180400,2021-07-01 23:00:00,BTC/USD,33565.31,33669.19,33297.37,33564.21,73.63933739,2471646.1844188115
1625176800,2021-07-01 22:00:00,BTC/USD,33551.05,33654.93,33458.40,33565.26,61.26974691,2056534.985168347
1625173200,2021-07-01 21:00:00,BTC/USD,33426.09,33631.23,33266.42,33509.30,65.40536678,2191688.057041054
1625169600,2021-07-01 20:00:00,BTC/USD,33139.00,33461.01,33139.00,33426.45,56.76310853,1897389.2091226182
1625166000,2021-07-01 19:00:00,BTC/USD,33347.20,33386.11,32700.88,33119.94,142.16489110,4708492.6633385345
1625162400,2021-07-01 18:00:00,BTC/USD,33515.20,33668.84,33247.75,33356.51,57.46567741,1916854.443183439
1625158800,2021-07-01 17:00:00,BTC/USD,33168.14,33559.21,33100.06,33501.40,58.01241628,1943497.162762792
1625155200,2021-07-01 16:00:00,BTC/USD,33434.87,33548.84,33129.90,33171.67,119.67318142,3969759.2819143715
1625151600,2021-07-01 15:00:00,BTC/USD,33214.65,33674.00,33178.46,33456.64,87.84364956,2938953.3596150787
1625148000,2021-07-01 14:00:00,BTC/USD,33418.22,33621.16,33047.40,33220.72,169.29518212,5624107.842557526
1625144400,2021-07-01 13:00:00,BTC/USD,33668.98,33816.94,33416.10,33416.10,91.80486823,3067760.6572605027
1625140800,2021-07-01 12:00:00,BTC/USD,33716.59,33870.73,33447.60,33669.14,198.80314071,6693530.77700469
1625137200,2021-07-01 11:00:00,BTC/USD,33193.46,33739.00,33158.00,33739.00,306.66514884,10346575.456712758
1625133600,2021-07-01 10:00:00,BTC/USD,33237.86,33397.49,32990.28,33193.46,112.31173568,3728015.1058246526
1625130000,2021-07-01 09:00:00,BTC/USD,33450.82,33528.33,33102.68,33277.26,171.49195422,5706782.348487037
1625126400,2021-07-01 08:00:00,BTC/USD,33342.84,33552.56,33223.55,33452.69,403.91639728,13512090.024124684
1625122800,2021-07-01 07:00:00,BTC/USD,33551.61,33637.93,33333.19,33340.73,289.53749949,9653391.59537123
1625119200,2021-07-01 06:00:00,BTC/USD,34340.00,34471.38,33467.00,33551.61,210.52027621,7063294.204490198
1625115600,2021-07-01 05:00:00,BTC/USD,34343.46,34422.20,34192.74,34347.86,40.31780142,1384830.1986819613
1625112000,2021-07-01 04:00:00,BTC/USD,34116.87,34343.58,34053.76,34342.53,54.29873645,1864755.9854962183
1625108400,2021-07-01 03:00:00,BTC/USD,34323.34,34419.21,34130.00,34130.00,74.76599596,2551763.4421147997
1625104800,2021-07-01 02:00:00,BTC/USD,34933.70,34940.87,34224.27,34314.84,107.76367940,3697893.416422296
1625101200,2021-07-01 01:00:00,BTC/USD,34742.43,35039.00,34742.43,34957.77,54.02184203,1888483.128661073
1625097600,2021-07-01 00:00:00,BTC/USD,35059.71,35071.34,34722.86,34722.86,111.01162560,3854641.134081216
1625094000,2021-06-30 23:00:00,BTC/USD,34903.19,35212.12,34903.19,35037.23,139.07813778,4872912.701369549
1625090400,2021-06-30 22:00:00,BTC/USD,34801.59,34930.39,34630.00,34869.73,343.22867144,11968291.101371514
1625086800,2021-06-30 21:00:00,BTC/USD,34596.76,35037.53,34596.76,34800.90,90.52624437,3150394.7776959334
1625083200,2021-06-30 20:00:00,BTC/USD,34786.46,35100.27,34440.69,34596.71,165.75880520,5734709.313450892
1625079600,2021-06-30 19:00:00,BTC/USD,34850.00,34851.85,34677.00,34780.49,142.18389235,4945225.446040251
1625076000,2021-06-30 18:00:00,BTC/USD,34727.19,34898.52,34582.70,34835.27,89.88537733,3131181.3883424285
1625072400,2021-06-30 17:00:00,BTC/USD,34122.68,34796.10,34122.68,34717.75,90.63917129,3146788.089053397
1625068800,2021-06-30 16:00:00,BTC/USD,34192.91,34382.09,34049.36,34132.28,104.92477985,3581321.9647785574
1625065200,2021-06-30 15:00:00,BTC/USD,34638.23,34644.11,34063.39,34216.46,149.07780010,5100914.5840096455
1625061600,2021-06-30 14:00:00,BTC/USD,34752.97,34845.54,34502.71,34600.60,75.96940305,2628586.9271718296
1625058000,2021-06-30 13:00:00,BTC/USD,34666.53,34769.44,34469.87,34750.66,111.19380271,3864058.032082289
1625054400,2021-06-30 12:00:00,BTC/USD,34844.74,35032.21,34585.10,34678.66,473.40061457,16416898.956464078
1625050800,2021-06-30 11:00:00,BTC/USD,34779.94,35009.09,34578.29,34870.49,65.17191620,2272576.6521329377
1625047200,2021-06-30 10:00:00,BTC/USD,34637.96,34901.07,34572.66,34739.55,144.71818359,5027444.574733985
1625043600,2021-06-30 09:00:00,BTC/USD,34601.01,34737.92,34422.93,34674.73,158.85026327,5508089.989316167
1625040000,2021-06-30 08:00:00,BTC/USD,35249.97,35339.92,34500.00,34607.61,144.28441801,4993338.867567056
1625036400,2021-06-30 07:00:00,BTC/USD,35037.21,35289.00,34902.77,35268.60,95.87940721,3381532.4611266055
1625032800,2021-06-30 06:00:00,BTC/USD,34755.00,35144.34,34736.32,35025.65,62.81612979,2200175.7763791136
1625029200,2021-06-30 05:00:00,BTC/USD,34758.50,34960.05,34672.21,34789.00,120.58921963,4195178.36170807
1625025600,2021-06-30 04:00:00,BTC/USD,35095.46,35288.99,34600.00,34754.69,135.32774717,4703273.901291728
1625022000,2021-06-30 03:00:00,BTC/USD,35766.89,35766.89,34936.00,35105.95,188.96146713,6633671.816992423
1625018400,2021-06-30 02:00:00,BTC/USD,35791.33,35913.33,35690.25,35814.53,140.37453201,5027447.887908105
1625014800,2021-06-30 01:00:00,BTC/USD,35872.76,35937.60,35696.47,35841.87,57.37380919,2056384.6103927856
1625011200,2021-06-30 00:00:00,BTC/USD,35900.05,36099.82,35655.00,35880.77,90.83160206,3259107.8222463857
1625007600,2021-06-29 23:00:00,BTC/USD,35922.40,36120.73,35821.83,35907.93,76.82796006,2758733.0118772755
1625004000,2021-06-29 22:00:00,BTC/USD,36225.79,36244.87,35740.00,35945.74,118.04536630,4243228.045224561
1625000400,2021-06-29 21:00:00,BTC/USD,36166.72,36323.13,36128.21,36249.51,65.68809859,2381161.386719191
1624996800,2021-06-29 20:00:00,BTC/USD,36413.16,36503.59,36130.00,36185.09,154.87574583,5604192.8016756745
1624993200,2021-06-29 19:00:00,BTC/USD,36281.94,36435.86,36222.98,36418.26,55.05397211,2004969.8703347286
1624989600,2021-06-29 18:00:00,BTC/USD,36400.73,36402.36,36130.35,36292.48,137.44959072,4988386.522213786
1624986000,2021-06-29 17:00:00,BTC/USD,36369.23,36623.79,36186.23,36402.36,174.98232734,6369769.673468523
1624982400,2021-06-29 16:00:00,BTC/USD,36263.20,36500.96,36067.22,36367.73,124.83037378,4539797.32943012
1624978800,2021-06-29 15:00:00,BTC/USD,36300.30,36361.21,35946.51,36264.95,88.59020424,3212719.327253388
1624975200,2021-06-29 14:00:00,BTC/USD,36316.03,36480.88,36119.21,36270.56,135.19071950,4903443.10306792
1624971600,2021-06-29 13:00:00,BTC/USD,35826.57,36432.95,35740.43,36337.79,260.78385314,9476308.890792161
1624968000,2021-06-29 12:00:00,BTC/USD,35551.32,35988.40,35366.69,35839.93,279.22157527,10007281.712166531
1624964400,2021-06-29 11:00:00,BTC/USD,35641.20,35784.65,35505.00,35600.95,184.37140829,6563797.287961875
1624960800,2021-06-29 10:00:00,BTC/USD,35276.74,35780.95,35069.91,35649.78,210.51892392,7504953.323584737
1624957200,2021-06-29 09:00:00,BTC/USD,35117.23,35377.36,34870.00,35236.47,124.31535078,4380434.128298947
1624953600,2021-06-29 08:00:00,BTC/USD,34871.77,35265.52,34750.00,35067.38,112.65620321,3950557.8873222894
1624950000,2021-06-29 07:00:00,BTC/USD,35366.69,35470.00,34801.00,34872.22,190.55077748,6644928.633453606
1624946400,2021-06-29 06:00:00,BTC/USD,34752.48,35400.00,34588.50,35348.50,109.03290146,3854149.5172588103
1624942800,2021-06-29 05:00:00,BTC/USD,34903.20,35029.00,34570.00,34731.63,51.03840960,1772647.158015648
1624939200,2021-06-29 04:00:00,BTC/USD,34587.67,34969.00,34566.21,34867.74,88.48679270,3085334.4812974976
1624935600,2021-06-29 03:00:00,BTC/USD,34324.55,34658.34,34240.00,34588.39,98.56335703,3409147.832662882
1624932000,2021-06-29 02:00:00,BTC/USD,34649.67,34860.11,34262.40,34330.25,125.02800977,4292242.832406542
1624928400,2021-06-29 01:00:00,BTC/USD,34905.65,35004.33,34532.72,34649.51,56.14347608,1945343.935868721
1624924800,2021-06-29 00:00:00,BTC/USD,34494.42,35182.99,34416.57,34927.77,157.26244268,5492826.427565223
1624921200,2021-06-28 23:00:00,BTC/USD,34395.22,34503.74,34116.43,34487.11,51.58010807,1778848.8608219777
1624917600,2021-06-28 22:00:00,BTC/USD,34628.60,34628.69,34214.00,34441.28,71.59981775,2465989.37107672
1624914000,2021-06-28 21:00:00,BTC/USD,34678.02,34831.62,34550.00,34643.67,55.74257951,1931127.5294932015
1624910400,2021-06-28 20:00:00,BTC/USD,34463.82,34801.18,34287.30,34685.14,228.15990233,7913758.154702376
1624906800,2021-06-28 19:00:00,BTC/USD,34158.89,34611.41,34134.67,34459.15,167.05548905,5756590.155497308
1624903200,2021-06-28 18:00:00,BTC/USD,34184.13,34314.85,33953.60,34178.87,250.98802898,8578487.214063654
1624899600,2021-06-28 17:00:00,BTC/USD,34660.17,34697.41,34056.95,34217.09,129.82191073,4442128.003420375
1624896000,2021-06-28 16:00:00,BTC/USD,34985.00,35034.26,34528.54,34666.73,195.60874119,6781115.416473609
1624892400,2021-06-28 15:00:00,BTC/USD,34314.26,34983.98,34314.26,34983.98,357.15004859,12494530.156871589
1624888800,2021-06-28 14:00:00,BTC/USD,34297.55,34535.49,34224.06,34359.34,78.65611457,2702572.1835895837
1624885200,2021-06-28 13:00:00,BTC/USD,34423.78,34600.90,34176.66,34295.08,100.90508283,3460547.8880614764
1624881600,2021-06-28 12:00:00,BTC/USD,34106.17,34501.00,33878.23,34433.03,128.04787162,4409076.204927608
1624878000,2021-06-28 11:00:00,BTC/USD,34215.26,34281.18,33985.11,34121.04,66.20128825,2258856.80442978
1624874400,2021-06-28 10:00:00,BTC/USD,34432.67,34513.37,33917.07,34209.90,233.27931899,7980462.174716001
1624870800,2021-06-28 09:00:00,BTC/USD,34892.90,34940.84,34333.88,34402.01,213.74396263,7353221.939836887
1624867200,2021-06-28 08:00:00,BTC/USD,35068.50,35176.10,34748.94,34914.18,132.58807562,4629203.938050292
1624863600,2021-06-28 07:00:00,BTC/USD,34549.28,35357.13,34469.42,35051.30,362.20163188,12695638.059515445
1624860000,2021-06-28 06:00:00,BTC/USD,34544.93,34827.80,34412.90,34551.07,59.99670634,2072950.4005227839
1624856400,2021-06-28 05:00:00,BTC/USD,34370.78,34577.54,34345.87,34535.63,67.10534566,2317525.3887358657
1624852800,2021-06-28 04:00:00,BTC/USD,34409.83,34549.95,34281.88,34360.46,54.01032996,1855819.7821773815
1624849200,2021-06-28 03:00:00,BTC/USD,34432.21,34549.01,34322.64,34410.31,50.73757193,1745895.5787585983
1624845600,2021-06-28 02:00:00,BTC/USD,34270.00,34639.19,34270.00,34388.71,74.46748140,2560840.6222949936
1624842000,2021-06-28 01:00:00,BTC/USD,34560.79,34690.81,34270.01,34270.01,113.72951276,3897511.539580328
1624838400,2021-06-28 00:00:00,BTC/USD,34716.02,34992.74,34439.47,34587.07,126.61679622,4379303.994036876
1624834800,2021-06-27 23:00:00,BTC/USD,34445.78,34772.94,34185.00,34699.50,180.35881522,6258360.70872639
1624831200,2021-06-27 22:00:00,BTC/USD,32848.68,34639.36,32838.62,34387.83,455.97790290,15680090.608681709
1624827600,2021-06-27 21:00:00,BTC/USD,32619.86,32871.78,32425.77,32867.73,92.02715145,3024723.566527709
1624824000,2021-06-27 20:00:00,BTC/USD,32808.72,32945.59,32620.00,32626.36,113.48151225,3702488.67201291
1624820400,2021-06-27 19:00:00,BTC/USD,32715.36,32956.51,32577.17,32827.86,138.59646592,4549825.379716531
1624816800,2021-06-27 18:00:00,BTC/USD,33026.16,33026.16,32572.50,32738.09,81.04225123,2653168.5145703508
1624813200,2021-06-27 17:00:00,BTC/USD,32990.61,33124.18,32887.89,33054.66,78.83003237,2605699.9177793446
1624809600,2021-06-27 16:00:00,BTC/USD,33232.31,33395.09,32850.00,33023.41,95.31712450,3147696.4823845457
1624806000,2021-06-27 15:00:00,BTC/USD,33279.61,33279.61,32920.00,33232.31,81.52488384,2709260.21248487
1624802400,2021-06-27 14:00:00,BTC/USD,33081.10,33302.29,32732.37,33276.86,108.85545392,3622367.7003322914
1624798800,2021-06-27 13:00:00,BTC/USD,33319.33,33465.00,32924.93,33137.47,87.04387263,2884413.717960446
1624795200,2021-06-27 12:00:00,BTC/USD,33308.30,33585.88,33050.77,33357.58,93.78759551,3128527.2202324662
1624791600,2021-06-27 11:00:00,BTC/USD,32688.73,33409.00,32596.97,33236.39,165.75266706,5509020.285946313
1624788000,2021-06-27 10:00:00,BTC/USD,32609.09,32815.75,32363.93,32693.12,84.95600658,2777476.9178407295
1624784400,2021-06-27 09:00:00,BTC/USD,33004.33,33185.00,32441.96,32569.47,251.65316353,8196210.159995429
1624780800,2021-06-27 08:00:00,BTC/USD,33312.05,33482.80,32990.28,32990.32,154.91962892,5110848.132352055
1624777200,2021-06-27 07:00:00,BTC/USD,33077.07,33499.99,33043.01,33300.00,245.39709519,8171723.269827
1624773600,2021-06-27 06:00:00,BTC/USD,32930.52,33219.00,32850.17,33086.56,75.90939386,2511580.7145125214
1624770000,2021-06-27 05:00:00,BTC/USD,33173.16,33341.11,32819.71,32943.57,62.07652973,2045022.502517336
1624766400,2021-06-27 04:00:00,BTC/USD,33171.79,33333.00,32920.00,33160.72,81.01098982,2686382.750343871
1624762800,2021-06-27 03:00:00,BTC/USD,33100.82,33203.09,32793.03,33148.89,82.80552724,2744911.313870764
1624759200,2021-06-27 02:00:00,BTC/USD,32901.40,33218.65,32687.81,33104.48,144.19996928,4773664.999030375
1624755600,2021-06-27 01:00:00,BTC/USD,32381.99,32989.79,32276.62,32882.17,159.45220628,5243134.553774028
1624752000,2021-06-27 00:00:00,BTC/USD,32293.98,32640.93,32015.82,32374.99,145.58910529,4713445.827872697
1624748400,2021-06-26 23:00:00,BTC/USD,31790.26,32285.73,31649.66,32269.38,90.75998778,2928768.534468177
1624744800,2021-06-26 22:00:00,BTC/USD,31405.35,31815.45,31369.67,31788.47,125.72921265,3996739.3044481454
1624741200,2021-06-26 21:00:00,BTC/USD,31307.93,31445.15,30927.90,31445.15,95.56094508,3004928.252182362
1624737600,2021-06-26 20:00:00,BTC/USD,31591.13,31593.19,31070.44,31303.84,92.79683276,2904897.2052257983
1624734000,2021-06-26 19:00:00,BTC/USD,31540.00,31763.85,31461.87,31594.35,71.39596254,2255709.029075649
1624730400,2021-06-26 18:00:00,BTC/USD,31716.24,31909.00,31438.79,31589.35,74.28184606,2346515.233835461
1624726800,2021-06-26 17:00:00,BTC/USD,31240.51,31763.76,31060.00,31700.42,104.12819085,3300907.3837851565
1624723200,2021-06-26 16:00:00,BTC/USD,31549.04,31549.04,30757.77,31258.02,98.10927354,3066701.634498791
1624719600,2021-06-26 15:00:00,BTC/USD,31271.84,31626.15,30947.41,31558.37,143.93756493,4542434.930959964
1624716000,2021-06-26 14:00:00,BTC/USD,30827.01,31445.02,30520.00,31280.47,159.78740041,4998224.984902993
1624712400,2021-06-26 13:00:00,BTC/USD,31382.48,31768.10,30768.20,30806.51,122.81247911,3783423.865827006
1624708800,2021-06-26 12:00:00,BTC/USD,31786.27,31970.74,31294.55,31303.55,98.60498688,3086686.137047424
1624705200,2021-06-26 11:00:00,BTC/USD,31113.67,31897.30,31113.67,31786.27,146.61463885,4660332.49643859
1624701600,2021-06-26 10:00:00,BTC/USD,31067.05,31268.50,30781.34,31109.19,120.61867303,3752349.2168381456
1624698000,2021-06-26 09:00:00,BTC/USD,30409.47,31311.58,30300.00,31074.69,229.20258934,7122399.410937805
1624694400,2021-06-26 08:00:00,BTC/USD,30718.39,30893.35,30082.79,30471.83,407.68066285,12422775.852652516
1624690800,2021-06-26 07:00:00,BTC/USD,31728.57,31799.61,30641.10,30726.85,463.31387032,14236175.79624209
1624687200,2021-06-26 06:00:00,BTC/USD,32302.87,32426.09,31646.11,31716.64,107.25420437,3401742.988489717
1624683600,2021-06-26 05:00:00,BTC/USD,32349.73,32714.46,32121.58,32243.08,87.04531325,2806608.9987448105
1624680000,2021-06-26 04:00:00,BTC/USD,32044.40,32403.44,31895.72,32365.48,77.77453383,2517210.119184188
1624676400,2021-06-26 03:00:00,BTC/USD,32000.67,32263.39,31960.00,32005.30,60.25068056,1928341.1065269678
1624672800,2021-06-26 02:00:00,BTC/USD,32039.54,32100.60,31681.77,31970.34,63.55689780,2031935.632011252
1624669200,2021-06-26 01:00:00,BTC/USD,32028.85,32040.16,31530.18,31985.85,108.59014250,3473348.0094836247
1624665600,2021-06-26 00:00:00,BTC/USD,31595.95,32215.53,31275.64,32001.95,150.35316847,4811594.579718517
1624662000,2021-06-25 23:00:00,BTC/USD,31411.89,31968.46,31355.35,31597.75,212.20062537,6705062.310284918
1624658400,2021-06-25 22:00:00,BTC/USD,31808.47,31955.69,31271.02,31397.22,443.63651426,13928953.238254359
1624654800,2021-06-25 21:00:00,BTC/USD,32184.75,32228.96,31563.45,31791.70,144.03057470,4578976.821689989
1624651200,2021-06-25 20:00:00,BTC/USD,32216.72,32384.68,31929.17,32245.07,99.06531268,3194367.941938488
1624647600,2021-06-25 19:00:00,BTC/USD,32112.30,32524.26,31739.40,32261.63,198.87917942,6416166.501151655
