	Date	open	high	low	close	volume	Diff_Open	Diff_Category
25	2021-01-26	32254.19	32921.88	30837.37	32467.77	84972.20691	-5.260000000002037	0
26	2021-01-27	32464.01	32557.29	29241.72	30366.15	95911.961711	209.8199999999997	0
27	2021-01-28	30362.19	33783.98	29842.1	33364.86	92621.145617	-2101.8199999999997	-1
28	2021-01-29	33368.18	38531.9	31915.4	34252.2	231827.005626	3005.9900000000016	1
29	2021-01-30	34246.28	34933.0	32825.0	34262.88	84889.68134	878.0999999999985	1
30	2021-01-31	34262.89	34342.69	32171.67	33092.98	68742.280384	16.610000000000582	0
31	2021-02-01	33092.97	34717.27	32296.16	33526.37	82718.276882	-1169.9199999999983	-1
32	2021-02-02	33517.09	35984.33	33418.0	35466.24	78056.65988	424.11999999999534	0
33	2021-02-03	35472.71	37662.63	35362.38	37618.87	80784.333663	1955.6200000000026	1
34	2021-02-04	37620.26	38708.27	36161.95	36936.66	92080.735898	2147.550000000003	1
35	2021-02-05	36936.65	38310.12	36570.0	38290.24	66681.334275	-683.6100000000006	-1
36	2021-02-06	38289.32	40955.51	38215.94	39186.94	98757.311183	1352.6699999999983	1
37	2021-02-07	39181.01	39700.0	37351.0	38795.69	84363.679763	891.6900000000023	1
38	2021-02-08	38795.69	46794.45	37988.89	46374.87	138597.536914	-385.3199999999997	0
39	2021-02-09	46374.86	48142.19	44961.09	46420.42	115499.861712	7579.169999999998	2
40	2021-02-10	46420.42	47310.0	43727.0	44807.58	97154.1822	45.55999999999767	0
41	2021-02-11	44807.58	48678.9	43994.02	47969.51	89561.081454	-1612.8399999999965	-1
42	2021-02-12	47968.66	48985.8	46125.0	47287.6	85870.035697	3161.0800000000017	1
43	2021-02-13	47298.15	48150.0	46202.53	47153.69	63768.097399	-670.510000000002	-1
44	2021-02-14	47156.78	49707.43	47014.17	48577.79	73735.475533	-141.37000000000262	0
45	2021-02-15	48580.47	49010.92	45570.79	47911.1	79398.156784	1423.6900000000023	1
46	2021-02-16	47911.1	50689.18	47003.62	49133.45	88813.266298	-669.3700000000026	-1
47	2021-02-17	49133.45	52618.74	48947.0	52119.71	85743.637818	1222.3499999999985	1
48	2021-02-18	52117.67	52530.0	50901.9	51552.6	60758.046954	2984.220000000001	1
49	2021-02-19	51552.61	56368.0	50710.2	55906.0	79659.77802	-565.0599999999977	-1
50	2021-02-20	55906.0	57700.46	53863.93	55841.19	80948.205314	4353.389999999999	2
51	2021-02-21	55841.19	58352.8	55477.59	57408.57	58166.708511	-64.80999999999767	0
52	2021-02-22	57412.35	57508.47	47622.0	54087.67	134019.434944	1571.1599999999962	1
53	2021-02-23	54087.67	54183.59	44892.56	48891.0	169375.025051	-3324.6800000000003	-1
54	2021-02-24	48891.0	51374.99	46988.69	49676.2	91881.209252	-5196.669999999998	-2
55	2021-02-25	49676.21	52041.73	46674.34	47073.73	83310.673121	785.2099999999991	1
56	2021-02-26	47073.73	48424.11	44106.78	46276.87	109423.200663	-2602.479999999996	-1
57	2021-02-27	46276.88	48394.0	45000.0	46106.43	66060.834292	-796.8500000000058	-1
58	2021-02-28	46103.67	46638.46	43000.0	45135.66	83055.369042	-173.20999999999913	0
59	2021-03-01	45134.11	49790.0	44950.53	49587.03	85086.111648	-969.5599999999977	-1
60	2021-03-02	49595.76	50200.0	47047.6	48440.65	64221.06214	4461.6500000000015	2
61	2021-03-03	48436.61	52640.0	48100.71	50349.37	81035.913705	-1159.1500000000015	-1
62	2021-03-04	50349.37	51773.88	47500.0	48374.09	82649.716829	1912.760000000002	1
63	2021-03-05	48374.09	49448.93	46300.0	48751.71	78192.496372	-1975.280000000006	-1
64	2021-03-06	48746.81	49200.0	47070.0	48882.2	44399.234242	372.72000000000116	0
65	2021-03-07	48882.2	51450.03	48882.2	50971.75	55235.028032	135.38999999999942	0
66	2021-03-08	50959.11	52402.78	49274.67	52375.17	66987.359664	2076.9100000000035	1
67	2021-03-09	52375.18	54895.0	51789.41	54884.5	71656.737076	1416.0699999999997	1
68	2021-03-10	54874.67	57387.69	53005.0	55851.59	84749.238943	2499.489999999998	1
69	2021-03-11	55851.59	58150.0	54272.82	57773.16	81914.812859	976.9199999999983	1
70	2021-03-12	57773.15	58081.51	54962.84	57221.72	73405.406047	1921.560000000005	1
71	2021-03-13	57221.72	61844.0	56078.23	61188.39	83245.091346	-551.4300000000003	-1
72	2021-03-14	61188.38	61724.79	58966.78	58968.31	52601.05275	3966.659999999996	1
73	2021-03-15	58976.08	60633.43	54600.0	55605.2	102771.427298	-2212.2999999999956	-1
74	2021-03-16	55605.2	56938.29	53271.34	56900.75	77986.694355	-3370.8800000000047	-1
75	2021-03-17	56900.74	58974.73	54123.69	58912.97	70421.620841	1295.5400000000009	1
76	2021-03-18	58912.97	60129.97	57023.0	57648.16	66580.406675	2012.2300000000032	1
77	2021-03-19	57641.0	59468.0	56270.74	58030.01	52392.652961	-1271.9700000000012	-1
78	2021-03-20	58030.01	59880.0	57820.17	58102.28	44476.941776	389.01000000000204	0
79	2021-03-21	58100.02	58589.1	55450.11	57351.56	48564.470274	70.00999999999476	0
80	2021-03-22	57351.56	58430.73	53650.0	54083.25	62581.626169	-748.4599999999991	-1
81	2021-03-23	54083.25	55830.9	53000.0	54340.89	59789.365427	-3268.3099999999977	-1
82	2021-03-24	54342.8	57200.0	51700.0	52303.65	83537.465021	259.5500000000029	0
83	2021-03-25	52303.66	53287.0	50427.56	51293.78	87400.534538	-2039.1399999999994	-1
84	2021-03-26	51293.78	55073.46	51214.6	55025.59	63813.774692	-1009.8800000000047	-1
85	2021-03-27	55025.59	56700.36	53950.0	55817.14	50105.475055	3731.8099999999977	1
86	2021-03-28	55817.14	56559.75	54691.84	55777.63	39050.387511	791.5500000000029	1
87	2021-03-29	55777.65	58405.82	54800.01	57635.47	67857.937398	-39.48999999999796	0
88	2021-03-30	57635.46	59368.0	57071.35	58746.57	55122.443122	1857.8099999999977	1
89	2021-03-31	58746.57	59800.0	56769.0	58740.55	60975.542666	1111.1100000000006	1
90	2021-04-01	58739.46	59490.0	57935.45	58720.44	47415.61722	-7.110000000000582	0
91	2021-04-02	58720.45	60200.0	58428.57	58950.01	47382.418781	-19.010000000002037	0
92	2021-04-03	58950.01	59791.72	56880.0	57051.94	47409.852113	229.56000000000495	0
93	2021-04-04	57051.95	58492.85	56388.0	58202.01	41314.081973	-1898.060000000005	-1
94	2021-04-05	58202.01	59272.0	56777.77	59129.99	54258.01579	1150.060000000005	1
95	2021-04-06	59129.99	59495.24	57413.02	57991.15	54201.000727	927.9799999999959	1
96	2021-04-07	57990.03	58655.0	55473.0	55953.45	71228.405659	-1139.9599999999991	-1
97	2021-04-08	55953.44	58153.31	55700.0	58077.52	44283.147019	-2036.5899999999965	-1
98	2021-04-09	58077.52	58894.9	57654.0	58142.54	40831.884911	2124.0799999999945	1
99	2021-04-10	58142.55	61500.0	57900.01	59769.13	69906.424117	65.03000000000611	0
100	2021-04-11	59769.13	60699.0	59232.52	60002.43	41156.715391	1626.5799999999945	1
101	2021-04-12	59998.8	61300.0	59350.59	59860.0	56375.037117	229.67000000000553	0
102	2021-04-13	59860.01	63777.77	59805.15	63575.0	82848.688746	-138.79000000000087	0
103	2021-04-14	63575.01	64854.0	61301.0	62959.53	82616.343993	3715.0	1
104	2021-04-15	62959.53	63800.0	62020.0	63159.98	51649.70034	-615.4800000000032	-1
105	2021-04-16	63158.74	63520.61	60000.0	61334.8	91764.139884	199.20999999999913	0
106	2021-04-17	61334.81	62506.05	59580.91	60006.66	58912.256128	-1823.9300000000003	-1
107	2021-04-18	60006.67	60499.0	50931.3	56150.01	124882.131824	-1328.1399999999994	-1
108	2021-04-19	56150.01	57526.81	54221.58	55633.14	78229.042267	-3856.659999999996	-1
109	2021-04-20	55633.14	57076.24	53329.96	56425.0	72744.482151	-516.8700000000026	-1
110	2021-04-21	56425.0	56757.91	53536.02	53787.63	66984.756909	791.8600000000006	1
111	2021-04-22	53787.62	55521.48	50500.0	51690.96	104656.631337	-2637.3799999999974	-1
112	2021-04-23	51690.95	52131.85	47500.0	51125.14	132230.780719	-2096.6700000000055	-1
113	2021-04-24	51110.56	51166.22	48657.14	50047.84	55361.512573	-580.3899999999994	-1
114	2021-04-25	50047.84	50567.91	46930.0	49066.77	58255.645004	-1062.7200000000012	-1
115	2021-04-26	49066.76	54356.62	48753.44	54001.39	86310.802124	-981.0799999999945	-1
116	2021-04-27	54001.38	55460.0	53222.0	55011.97	54064.034675	4934.619999999995	2
117	2021-04-28	55011.97	56428.0	53813.16	54846.22	55130.459015	1010.5900000000038	1
118	2021-04-29	54846.23	55195.84	52330.94	53555.0	52486.019455	-165.73999999999796	0
119	2021-04-30	53555.0	57963.0	53013.01	57694.27	68578.910045	-1291.2300000000032	-1
120	2021-05-01	57697.25	58458.07	56956.14	57800.37	42600.351836	4142.25	2
121	2021-05-02	57797.35	57911.02	56035.25	56578.21	36812.878863	100.09999999999854	0
122	2021-05-03	56578.21	58981.44	56435.0	57169.39	57649.931286	-1219.1399999999994	-1
123	2021-05-04	57169.39	57200.0	53046.69	53200.01	85324.625903	591.1800000000003	1
124	2021-05-05	53205.05	58069.82	52900.0	57436.11	77263.923439	-3964.3399999999965	-1
125	2021-05-06	57436.11	58360.0	55200.0	56393.68	70181.671908	4231.059999999998	2
126	2021-05-07	56393.68	58650.0	55241.63	57314.75	74542.747829	-1042.4300000000003	-1
127	2021-05-08	57315.49	59500.0	56900.0	58862.05	69709.906028	921.8099999999977	1
128	2021-05-09	58866.53	59300.0	56235.66	58240.84	69806.11991	1551.0400000000009	1
129	2021-05-10	58240.83	59500.0	53400.0	55816.14	89586.34925	-625.6999999999971	-1
130	2021-05-11	55816.14	56862.43	54370.0	56670.02	64329.54055	-2424.6900000000023	-1
131	2021-05-12	56670.02	58000.01	48600.0	49631.32	99842.789836	853.8799999999974	1
132	2021-05-13	49537.15	51367.19	46000.0	49670.97	147332.002121	-7132.869999999995	-2
133	2021-05-14	49671.92	51483.0	48799.75	49841.45	80082.204306	134.7699999999968	0
134	2021-05-15	49844.16	50700.0	46555.0	46762.99	89437.449359	172.24000000000524	0
135	2021-05-16	46762.99	49795.89	43825.39	46431.5	114269.812775	-3081.1700000000055	-1
136	2021-05-17	46426.83	46686.0	42001.0	43538.04	166657.172736	-336.1599999999962	0
137	2021-05-18	43538.02	45799.29	42250.02	42849.78	116979.860784	-2888.810000000005	-1
138	2021-05-19	42849.78	43584.9	30000.0	36690.09	354347.243161	-688.239999999998	-1
139	2021-05-20	36671.23	42451.67	34850.0	40526.64	203017.596923	-6178.549999999996	-2
140	2021-05-21	40525.39	42200.0	33488.0	37252.01	202100.888258	3854.159999999996	1
141	2021-05-22	37263.35	38829.0	35200.62	37449.73	126542.243689	-3262.040000000001	-1
142	2021-05-23	37458.51	38270.64	31111.01	34655.25	217136.046593	195.1600000000035	0
143	2021-05-24	34681.44	39920.0	34031.0	38796.29	161630.893971	-2777.0699999999997	-1
144	2021-05-25	38810.99	39791.77	36419.62	38324.72	111996.228404	4129.549999999996	2
145	2021-05-26	38324.72	40841.0	37800.44	39241.91	104780.773396	-486.2699999999968	0
146	2021-05-27	39241.92	40411.14	37134.27	38529.98	86547.158794	917.1999999999971	1
147	2021-05-28	38529.99	38877.83	34684.0	35663.49	135377.62972	-711.9300000000003	-1
148	2021-05-29	35661.79	37338.58	33632.76	34605.15	112663.092689	-2868.199999999997	-1
149	2021-05-30	34605.15	36488.0	33379.0	35641.27	73535.386967	-1056.6399999999994	-1
150	2021-05-31	35641.26	37499.0	34153.84	37253.81	94160.735289	1036.1100000000006	1
151	2021-06-01	37253.82	37894.81	35666.0	36693.09	81234.66377	1612.5599999999977	1
152	2021-06-02	36694.85	38225.0	35920.0	37568.68	67587.372495	-558.9700000000012	-1
153	2021-06-03	37568.68	39476.0	37170.0	39246.79	75889.106011	873.8300000000017	1
154	2021-06-04	39246.78	39289.07	35555.15	36829.0	91317.799245	1678.0999999999985	1
155	2021-06-05	36829.15	37925.0	34800.0	35513.2	70459.62149	-2417.6299999999974	-1
156	2021-06-06	35516.07	36480.0	35222.0	35796.31	47650.206637	-1313.0800000000017	-1
157	2021-06-07	35796.31	36900.0	33300.0	33552.79	77574.952573	280.23999999999796	0
158	2021-06-08	33556.96	34068.01	31000.0	33380.81	123251.189037	-2239.3499999999985	-1
159	2021-06-09	33380.8	37534.79	32396.82	37388.05	136607.597517	-176.15999999999622	0
160	2021-06-10	37388.05	38491.0	35782.0	36675.72	109527.284943	4007.25	2
161	2021-06-11	36677.83	37680.4	35936.77	37331.98	78466.0053	-710.2200000000012	-1
162	2021-06-12	37331.98	37463.63	34600.36	35546.11	87717.54999	654.1500000000015	1
163	2021-06-13	35546.12	39380.0	34757.0	39020.57	86921.025555	-1785.8600000000006	-1
164	2021-06-14	39020.56	41064.05	38730.0	40516.29	108522.391949	3474.439999999995	1
165	2021-06-15	40516.28	41330.0	39506.4	40144.04	80679.622838	1495.7200000000012	1
166	2021-06-16	40143.8	40527.14	38116.01	38349.01	87771.976937	-372.4799999999959	0
167	2021-06-17	38349.0	39559.88	37365.0	38092.97	79541.307119	-1794.800000000003	-1
168	2021-06-18	38092.97	38202.84	35129.29	35819.84	95228.042935	-256.02999999999884	0
169	2021-06-19	35820.48	36457.0	34803.52	35483.72	68712.449461	-2272.489999999998	-1
170	2021-06-20	35483.72	36137.72	33336.0	35600.16	89878.17085	-336.76000000000204	0
171	2021-06-21	35600.17	35750.0	31251.23	31608.93	168778.873159	116.44999999999709	0
172	2021-06-22	31614.12	33298.78	28805.0	32509.56	204208.179762	-3986.0499999999993	-1
173	2021-06-23	32509.56	34881.0	31683.0	33678.07	126966.100563	895.4400000000023	1
174	2021-06-24	33675.07	35298.0	32286.57	34663.09	86625.80426	1165.5099999999984	1
175	2021-06-25	34663.08	35500.0	31275.0	31584.45	116061.130356	988.010000000002	1
176	2021-06-26	31576.09	32730.0	30151.0	32283.65	107820.375287	-3086.9900000000016	-1
177	2021-06-27	32283.65	34749.0	31973.45	34700.34	96613.244211	707.5600000000013	1
178	2021-06-28	34702.49	35297.71	33862.72	34494.89	82222.267819	2418.8399999999965	1
179	2021-06-29	34494.89	36600.0	34225.43	35911.73	90788.79622	-207.59999999999854	0
180	2021-06-30	35911.72	36100.0	34017.55	35045.0	77152.197634	1416.8300000000017	1
181	2021-07-01	35045.0	35057.57	32711.0	33504.69	71708.266112	-866.7200000000012	-1
182	2021-07-02	33502.33	33977.04	32699.0	33786.55	56172.181378	-1542.6699999999983	-1
183	2021-07-03	33786.54	34945.61	33316.73	34669.13	43044.578641	284.2099999999991	0
184	2021-07-04	34669.12	35967.85	34357.15	35286.51	43703.475789	882.5800000000017	1
185	2021-07-05	35288.13	35293.78	33125.55	33690.14	64123.874245	619.0099999999948	1
186	2021-07-06	33690.15	35118.88	33532.0	34220.01	58210.596349	-1597.979999999996	-1
187	2021-07-07	34220.02	35059.09	33777.77	33862.12	53807.521675	529.8699999999953	1
188	2021-07-08	33862.11	33929.64	32077.0	32875.71	70136.48032	-357.9099999999962	0
189	2021-07-09	32875.71	34100.0	32261.07	33815.81	47153.939899	-986.4000000000015	-1
190	2021-07-10	33815.81	34262.0	33004.78	33502.87	34761.175468	940.0999999999985	1
191	2021-07-11	33502.87	34666.0	33306.47	34258.99	31572.647448	-312.93999999999505	0
192	2021-07-12	34259.0	34678.43	32658.34	33086.63	48181.403762	756.1299999999974	1
193	2021-07-13	33086.94	33340.0	32202.25	32729.77	41126.361008	-1172.0599999999977	-1
194	2021-07-14	32729.12	33114.03	31550.0	32820.02	46777.823484	-357.82000000000335	0
195	2021-07-15	32820.03	33185.25	31133.0	31880.0	51639.576353	90.90999999999985	0
196	2021-07-16	31874.49	32249.18	31020.0	31383.87	48499.864154	-945.5399999999972	-1
197	2021-07-17	31383.86	31955.92	31164.31	31520.07	34012.242132	-490.630000000001	0
198	2021-07-18	31520.07	32435.0	31108.97	31778.56	35923.716186	136.20999999999913	0
199	2021-07-19	31778.57	31899.0	30407.44	30839.65	47340.468499	258.5	0
200	2021-07-20	30839.65	31063.07	29278.0	29790.35	61034.049017	-938.9199999999983	-1
201	2021-07-21	29790.34	32858.0	29482.61	32144.51	82796.265128	-1049.3100000000013	-1
202	2021-07-22	32144.51	32591.35	31708.0	32287.83	46148.092433	2354.1699999999983	1
203	2021-07-23	32287.58	33650.0	31924.32	33634.09	50112.863626	143.07000000000335	0
204	2021-07-24	33634.1	34500.0	33401.14	34258.14	47977.550138	1346.5199999999968	1
205	2021-07-25	34261.51	35398.0	33851.12	35381.02	47852.928313	627.4100000000035	1
206	2021-07-26	35381.02	40550.0	35205.78	37237.6	152452.512724	1119.5099999999948	1
207	2021-07-27	37241.33	39542.61	36383.0	39457.87	88397.267015	1860.310000000005	1
208	2021-07-28	39456.61	40900.0	38772.0	40019.56	101344.528441	2215.279999999999	1
209	2021-07-29	40019.57	40640.0	39200.0	40016.48	53998.439283	562.9599999999991	1
210	2021-07-30	40018.49	42316.71	38313.23	42206.37	73602.784805	-1.0800000000017462	0
211	2021-07-31	42206.36	42448.0	41000.15	41461.83	44849.791012	2187.8700000000026	1
212	2021-08-01	41461.84	42599.0	39422.01	39845.44	53953.186326	-744.5200000000041	-1
213	2021-08-02	39850.27	40480.01	38690.0	39147.82	50837.351954	-1611.5699999999997	-1
214	2021-08-03	39146.86	39780.0	37642.03	38207.05	57117.435853	-703.4099999999962	-1
215	2021-08-04	38207.04	39969.66	37508.56	39723.18	52329.35243	-939.8199999999997	-1
216	2021-08-05	39723.17	41350.0	37332.7	40862.46	84343.755621	1516.1299999999974	1
217	2021-08-06	40862.46	43392.43	39853.86	42836.87	75753.941347	1139.2900000000009	1
218	2021-08-07	42836.87	44700.0	42446.41	44572.54	73396.740808	1974.4100000000035	1
219	2021-08-08	44572.54	45310.0	43261.0	43794.37	69329.092698	1735.6699999999983	1
220	2021-08-09	43794.36	46454.15	42779.0	46253.4	74587.884845	-778.1800000000003	-1
221	2021-08-10	46248.87	46700.0	44589.46	45584.99	53814.643421	2454.510000000002	1
222	2021-08-11	45585.0	46743.47	45341.14	45511.0	52734.901977	-663.8700000000026	-1
223	2021-08-12	45510.67	46218.12	43770.0	44399.0	55266.108781	-74.33000000000175	0
224	2021-08-13	44400.06	47886.0	44217.39	47800.0	48239.370431	-1110.6100000000006	-1
225	2021-08-14	47799.99	48144.0	45971.03	47068.51	46114.359022	3399.9300000000003	1
226	2021-08-15	47068.5	47372.27	45500.0	46973.82	42110.711334	-731.489999999998	-1
227	2021-08-16	46973.82	48053.83	45660.0	45901.29	52480.574014	-94.68000000000029	0
228	2021-08-17	45901.3	47160.0	44376.0	44695.95	57039.341629	-1072.5199999999968	-1
229	2021-08-18	44695.95	46000.0	44203.28	44705.29	54099.415985	-1205.3500000000058	-1
230	2021-08-19	44699.37	47033.0	43927.7	46760.62	53411.75392	3.4200000000055297	0
231	2021-08-20	46760.62	49382.99	46622.99	49322.47	56850.352228	2061.25	1
232	2021-08-21	49322.47	49757.04	48222.0	48821.87	46745.136584	2561.8499999999985	1
233	2021-08-22	48821.88	49500.0	48050.0	49239.22	37007.887795	-500.5900000000038	-1
234	2021-08-23	49239.22	50500.0	49029.0	49488.85	52462.541954	417.3400000000038	0
235	2021-08-24	49488.85	49860.0	47600.0	47674.01	51014.594748	249.62999999999738	0
236	2021-08-25	47674.01	49264.3	47126.28	48973.32	44655.830342	-1814.8399999999965	-1
237	2021-08-26	48973.32	49352.84	46250.0	46843.87	49371.277774	1299.3099999999977	1
238	2021-08-27	46843.86	49149.93	46348.0	49069.9	42068.104965	-2129.459999999999	-1
239	2021-08-28	49069.9	49299.0	48346.88	48895.35	26681.063786	2226.040000000001	1
240	2021-08-29	48895.35	49632.27	47762.54	48767.83	32652.283473	-174.5500000000029	0
241	2021-08-30	48767.84	48888.61	46853.0	46982.91	40288.35083	-127.51000000000204	0
242	2021-08-31	46982.91	48246.11	46700.0	47100.89	48645.52737	-1784.929999999993	-1
